resref,status,areas,occurrences,frames,max_frame_size_x1,format,selected_run,qa_decision,qa_date,correction_id,notes
AM6200E,validé-x4,AR6200,1,5,110x95,BAM V1,animations/batches/am6200e-selection-accepted-20260922,animations/index/qa-decisions/AM6200E/2026-09-22-accepted-am6200e-selection-accepted-20260922.json,2026-09-22,am6200e-seedvr7b-apo8-innerfeather16-premultiply-20260922,"Plaque d'energie verte, Blended, couverte par les murs, AR6200 seule. SeedVR2 7B/LAB x4 (veines nettes, ReboutCX les lisse) puis Apollo-8 avec maintiens x2 condenses (20 phases), fondu interne 16 px x4 et RGB premultiplie. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
AM6200F,validé-x4,AR6200,1,5,94x86,BAM V1,animations/batches/am6200f-selection-accepted-20260922,animations/index/qa-decisions/AM6200F/2026-09-22-accepted-am6200f-selection-accepted-20260922.json,2026-09-22,am6200f-seedvr7b-apo8-innerfeather16-premultiply-20260922,"Plaque d'energie verte, Blended, couverte par les murs, AR6200 seule. SeedVR2 7B/LAB x4 (veines nettes, ReboutCX les lisse) puis Apollo-8 avec maintiens x2 condenses (20 phases), fondu interne 16 px x4 et RGB premultiplie. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
AM6200G,validé-x4,AR6200,1,5,87x76,BAM V1,animations/batches/am6200g-selection-accepted-20260922,animations/index/qa-decisions/AM6200G/2026-09-22-accepted-am6200g-selection-accepted-20260922.json,2026-09-22,am6200g-seedvr7b-apo8-innerfeather16-premultiply-20260922,"Plaque d'energie verte, Blended, couverte par les murs, AR6200 seule. SeedVR2 7B/LAB x4 puis Apollo-8 direct (10 phases), fondu interne 16 px x4 et RGB premultiplie. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
AM6200H,validé-x4,AR6200,1,9,164x116,BAM V1,animations/batches/am6200h-selection-accepted-20260922,animations/index/qa-decisions/AM6200H/2026-09-22-accepted-am6200h-selection-accepted-20260922.json,2026-09-22,am6200h-reboutcx-apo8-spline-fit1-feather8-20260922,"Disque vert quasi statique, non Blended, couvert par les murs, AR6200 seule. ReboutCX x4, Apollo-8 direct (18 phases), contour spline Fit 1 + fondu 8 px x4, RGB preserve. Corrige le 2026-09-22 : un premier fondu radial simple laissait un escalier visible, signale par l'utilisateur ; remplace par la spline des portails. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
AM6200I,validé-x4,AR6200,1,9,159x107,BAM V1,animations/batches/am6200i-selection-accepted-20260922,animations/index/qa-decisions/AM6200I/2026-09-22-accepted-am6200i-selection-accepted-20260922.json,2026-09-22,am6200i-reboutcx-apo8-spline-fit1-feather8-20260922,"Disque vert quasi statique, non Blended, couvert par les murs, AR6200 seule. ReboutCX x4, Apollo-8 direct (18 phases), contour spline Fit 1 + fondu 8 px x4, RGB preserve. Corrige le 2026-09-22 : un premier fondu radial simple laissait un escalier visible, signale par l'utilisateur ; remplace par la spline des portails. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
AM6200J,validé-x4,AR6200,1,9,158x99,BAM V1,animations/batches/am6200j-selection-accepted-20260922,animations/index/qa-decisions/AM6200J/2026-09-22-accepted-am6200j-selection-accepted-20260922.json,2026-09-22,am6200j-reboutcx-apo8-spline-fit1-feather8-20260922,"Disque vert quasi statique, non Blended, couvert par les murs, AR6200 seule. ReboutCX x4, Apollo-8 direct (18 phases), contour spline Fit 1 + fondu 8 px x4, RGB preserve. Corrige le 2026-09-22 : un premier fondu radial simple laissait un escalier visible, signale par l'utilisateur ; remplace par la spline des portails. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
AM904TL1,validé-x4,AR0904,1,9,60x60,BAM V1,animations/batches/ar0904-taloscircle-ellipsefade-30fps-v2-20260906,animations/index/qa-decisions/AM904TL1/2026-09-06-accepted-ar0904-taloscircle-ellipsefade-30fps-v2-20260906.json,2026-09-06,,
AM904TL2,validé-x4,AR0904,1,9,60x60,BAM V1,animations/batches/ar0904-taloscircle-ellipsefade-30fps-v2-20260906,animations/index/qa-decisions/AM904TL2/2026-09-06-accepted-ar0904-taloscircle-ellipsefade-30fps-v2-20260906.json,2026-09-06,,
AM904TL3,validé-x4,AR0904,1,9,70x70,BAM V1,animations/batches/ar0904-taloscircle-ellipsefade-30fps-v2-20260906,animations/index/qa-decisions/AM904TL3/2026-09-06-accepted-ar0904-taloscircle-ellipsefade-30fps-v2-20260906.json,2026-09-06,,
AM904TL4,validé-x4,AR0904,1,6,102x74,BAM V1,animations/batches/ar0904-taloscircle-ellipsefade-30fps-v2-20260906,animations/index/qa-decisions/AM904TL4/2026-09-06-accepted-ar0904-taloscircle-ellipsefade-30fps-v2-20260906.json,2026-09-06,,
AMOH7300,non-traité,OH7300,9,108,19x56,BAM V1,,,,,
AMSTEAM1,validé-x4,AR3017,7,24,56x64,BAM V1,animations/ressources/AMSTEAM1/runs/ar3017-steam1-spline-fade-20260917,animations/index/qa-decisions/AMSTEAM1/2026-09-17-accepted-amsteam1-ar3017-spline-fade.json,2026-09-17,spline-mask-alpha-fade,AR3017 pack v6 installé transactionnellement et validé ingame ; aucune intégration release.
AMSTEAM2,validé-x4,AR3017,7,24,95x43,BAM V1,animations/ressources/AMSTEAM2/runs/ar3017-steam2-spline-fade-20260917,animations/index/qa-decisions/AMSTEAM2/2026-09-17-accepted-amsteam2-ar3017-spline-fade.json,2026-09-17,spline-mask-alpha-fade,AR3017 pack v6 installé transactionnellement et validé ingame ; aucune intégration release.
AMWRPGT1,à-corriger,AR3003;AR3004;AR3005;AR3006;AR3007;AR3008;AR3009;AR3010;AR3011;AR3012;AR3013;AR3014;AR3015;AR3016;AR3017;AR3019;AR3020,50,12,47x85,BAM V1,,,,,"SUSPENDU le 2026-09-06 : essai portail x4 AR3003 arrêté sans QA ni promotion. Le liseret cyan défectueux est dans le raster AR3003 après encodage PVRZ DXT1/BC1 (blocs 4x4), pas dans AMWRPGT1 ; ne pas poursuivre alpha/interpolation pour ce défaut. Reprise : A/B encodeur BC1 haute qualité ou évolution du format PVRZ ; DXT5 seul ne corrige pas le RGB. Occurrences AR3016, AR3017 et AR3011 validées ingame respectivement les 2026-09-16, 2026-09-17 et 2026-09-19 ; statut global conservé tant que les 14 autres zones ne sont pas validées. AR3011 sert le même pack amwrpgt1-timeline30-apo8-safe8x6-gauss3-20260906-split (signature b0b78c19f90f)."
BDFORCEW,non-traité,OH8100,2,160,164x231,BAM V1,,,,,
BUBBLEA,non-traité,AR2903,3,20,58x53,BAM V1,,,,,
BUBBLES2,validé-x4,AR0411;AR0602;AR0603,28,107,19x56,BAM V1,animations/ressources/BUBBLES2/runs/bubbles2-xbr2x-blend-premultiply-budget-20260905,animations/index/qa-decisions/BUBBLES2/2026-09-05-accepted-bubbles2-xbr2x-blend-premultiply-budget-20260905.json,2026-09-05,,"Effet partagé de bulles montantes. Sélection x4 : xBR2 blend, Nearest2 vers x4, TimedTimeline v2 à 30 FPS et neutralisation RGB Blended par prémultiplication. QA ingame validée le 2026-09-05 sur toutes les occurrences : AR0411 (6), AR0602 (12), AR0603 (10). Correctif moteur d'occlusion native validé : aucun résidu visible hors décor."
BUTRFLY,validé-x4,AR0309;AR0800;AR1100;AR1200;AR1700;AR1800;AR2000;AR3000;AR5500;AR6400;OH4000;OH6000;OH6100;OH6400,74,18,64x64,BAM V1,,,,small-subject-xbr2-nearest2-apollo30-rgb-safe,"Petit sujet partagé sur 14 zones, 74 occurrences ; xBR 2x sans blend ni anti-aliasing puis nearest 2x vers x4 (run butrfly-xbr2x-nearest2-x4) ; V2 TimedTimeline Apollo 8, 15→30 FPS, 18→36 phases, entrée Topaz nearest-opaque-dilate (run butrfly-xbr2x-nearest2-x4-30fps-v3-opaque-rgb-dilate) ; RGB=0 sous alpha nul dans le pack blended final ; QA ingame utilisateur validée le 2026-09-01 ; livré par pack de zone, installation réversible."
CHIMSMK,validé-x4,AR0300;AR0400;AR0500;AR1100;AR2000,68,12,64x64,BAM V1,,,,chimsmk-apo8-x4-30fps-v2-spline-fit1-multicontour-feather4-oval-edgefade20x6,"Fumée partagée sur 5 zones, 68 occurrences ; x4 SeedVR2 7B/LAB ; V2 TimedTimeline Apollo 8, 15->30 FPS (12->24 phases) ; Spline Fit 1 Multi-Contour / Per-Frame Feather 4, Oval Edge Fade 20/6 et RGB prémultiplié par alpha final. QA vidéo et ingame acceptée le 2026-09-01 ; preuve immuable animations/runs/chimsmk-apo8-x4-30fps-v2-spline-fit1-feather4-oval-edgefade20x6-candidate-v2/qa-approval.json. Pack courant combined-20260901-chimsmk-oval-dstdvl1a-b-c-activefade7-20-7-candidate ; sauvegarde per-area-backup-20260901-214850."
DSTDVL1A,à-valider,AR0411;AR0414;AR1100;AR1200;AR1600;AR1700;AR5200;AR5500;AR6300;OH6400,72,18,113x78,BAM V1,,,,,"Traité : TimedTimeline 30 fps segmentée, Spline Fit 1, Core Guard 16, fade actif 7/20/7 et flou gaussien léger ; run animations/ressources/DSTDVL1A/runs/dstdvl1a-segmented-holds-spline-fit1-coreguard16-activefade7-20-7-gaussian2-20260917. Installé sur 10 zones le 2026-09-17 ; QA non validée, révision ultérieure requise."
DSTDVL1B,à-valider,AR0411;AR0414;AR1100;AR1200;AR1600;AR1700;AR5200;AR5500;AR6300;OH6400,55,18,113x78,BAM V1,,,,,"Traité : TimedTimeline 30 fps segmentée, Spline Fit 1, Core Guard 16, fade actif 7/20/7 et flou gaussien léger ; run animations/ressources/DSTDVL1B/runs/dstdvl1b-segmented-holds-spline-fit1-coreguard16-activefade7-20-7-gaussian2-20260917. Installé sur 10 zones le 2026-09-17 ; QA non validée, révision ultérieure requise."
DSTDVL1C,à-valider,AR0411;AR0414;AR1100;AR1200;AR1600;AR1700;AR5200;AR5500;AR6300;OH6400,41,18,113x78,BAM V1,,,,,"Traité : TimedTimeline 30 fps segmentée, Spline Fit 1, Core Guard 16, fade actif 7/20/7 et flou gaussien léger ; run animations/ressources/DSTDVL1C/runs/dstdvl1c-segmented-holds-spline-fit1-coreguard16-activefade7-20-7-gaussian2-20260917. Installé sur 10 zones le 2026-09-17 ; QA non validée, révision ultérieure requise."
DSTDVL2B,à-valider,AR0411,2,18,104x114,BAM V1,,,,,"Traité : TimedTimeline 30 fps segmentée, Spline Fit 1, Core Guard 16, fade actif et flou gaussien léger ; run animations/batches/ar0411-dstdvl2bc-segmented-holds-spline-fit1-coreguard16-activefade-gaussian2-20260917. Installé le 2026-09-17 ; QA non validée, révision ultérieure requise."
DSTDVL2C,à-valider,AR0411,1,18,104x114,BAM V1,,,,,"Traité : TimedTimeline 30 fps segmentée, Spline Fit 1, Core Guard 16, fade actif et flou gaussien léger ; run animations/batches/ar0411-dstdvl2bc-segmented-holds-spline-fit1-coreguard16-activefade-gaussian2-20260917. Installé le 2026-09-17 ; QA non validée, révision ultérieure requise."
EYESRED1,non-traité,AR0329,1,20,11x7,BAM V1,,,,,
FALL1A,validé-x4,AR2300,1,6,213x201,BAM V1,animations/batches/ar2300-waterfalls-x4-30fps-test-20260906,animations/index/qa-decisions/FALL1A/2026-09-06-accepted-ar2300-waterfalls-x4-30fps-test-20260906.json,2026-09-06,reviewed-static-top-mask-right-tip,"Source SeedVR2 x4. Alpha des six frames source identique : masque final statique réutilisé après contrôle. Traitement : Fit 1 de la silhouette, fade supérieur reconstruit, tranche droite synthétique puis lissage local du pic supérieur droit. RGB, centres, cycles, durées et géométrie inchangés. Installé avec FALL2 dans une feuille AR2300 transactionnelle."
FALL1B,validé-x4,AR2300,1,24,155x184,BAM V1,animations/batches/ar2300-waterfalls-x4-30fps-test-20260906,animations/index/qa-decisions/FALL1B/2026-09-06-accepted-ar2300-waterfalls-x4-30fps-test-20260906.json,2026-09-06,safe-spline8-6-v2-premultiplied,
FALL2,validé-x4,AR2300,1,6,195x220,BAM V1,animations/batches/ar2300-waterfalls-x4-30fps-test-20260906,animations/index/qa-decisions/FALL2/2026-09-06-accepted-ar2300-waterfalls-x4-30fps-test-20260906.json,2026-09-06,manual-water-expansion-mask-v1,
FALL3,validé-x4,AR2300,1,36,141x190,BAM V1,animations/batches/ar2300-waterfalls-x4-30fps-test-20260906,animations/index/qa-decisions/FALL3/2026-09-06-accepted-ar2300-waterfalls-x4-30fps-test-20260906.json,2026-09-06,safe-spline8-6-multicomponent-v2,
FALL4,validé-x4,AR2300,1,12,171x190,BAM V1,animations/batches/ar2300-waterfalls-x4-30fps-test-20260906,animations/index/qa-decisions/FALL4/2026-09-06-accepted-ar2300-waterfalls-x4-30fps-test-20260906.json,2026-09-06,safe-spline8-6-v2,
FALL5A,validé-x4,AR2300,1,12,103x198,BAM V1,animations/batches/ar2300-waterfalls-x4-30fps-test-20260906,animations/index/qa-decisions/FALL5A/2026-09-06-accepted-ar2300-waterfalls-x4-30fps-test-20260906.json,2026-09-06,safe-spline8-6-v2,
FALL5B,validé-x4,AR2300,1,12,87x226,BAM V1,animations/batches/ar2300-waterfalls-x4-30fps-test-20260906,animations/index/qa-decisions/FALL5B/2026-09-06-accepted-ar2300-waterfalls-x4-30fps-test-20260906.json,2026-09-06,safe-spline8-6-v2,
FALL5C,validé-x4,AR2300,1,12,57x195,BAM V1,animations/batches/ar2300-waterfalls-x4-30fps-test-20260906,animations/index/qa-decisions/FALL5C/2026-09-06-accepted-ar2300-waterfalls-x4-30fps-test-20260906.json,2026-09-06,safe-spline8-6-v2,
FALL6,validé-x4,AR2300,1,18,104x175,BAM V1,animations/batches/ar2300-waterfalls-x4-30fps-test-20260906,animations/index/qa-decisions/FALL6/2026-09-06-accepted-ar2300-waterfalls-x4-30fps-test-20260906.json,2026-09-06,safe-spline8-6-multicomponent-v2,
FALLA1,validé-x4,AR2300,1,6,90x121,BAM V1,animations/batches/ar2300-waterfalls-x4-30fps-test-20260906,animations/index/qa-decisions/FALLA1/2026-09-06-accepted-ar2300-waterfalls-x4-30fps-test-20260906.json,2026-09-06,safe-spline8-6-bottom-wide-gauss14-v4,
FALLA2,validé-x4,AR2300,1,6,57x73,BAM V1,animations/batches/ar2300-waterfalls-x4-30fps-test-20260906,animations/index/qa-decisions/FALLA2/2026-09-06-accepted-ar2300-waterfalls-x4-30fps-test-20260906.json,2026-09-06,safe-spline8-6-leftblur5-v2,
FIRE,validé-x4,OH4000;OH4200;OH7300,64,9,12x57,BAM V1,animations/batches/fire-reboutcx-apo8-selection-accepted-20260921,animations/index/qa-decisions/FIRE/2026-09-21-accepted-fire-reboutcx-apo8-selection-accepted-20260921.json,2026-09-21,fire-reboutcx-apo8-innerfeather2-premultiply-20260921,"Flamme haute 14x57 partagee sur OH4000, OH4200 et OH7300, Blended, alpha fragmente (braises de 1 px x1). ReboutCX x4, Apollo-8 15->30 fps (9->18 phases, sans maintien ni frame doublee), fondu interne 2 px x4 et RGB premultiplie ; SeedVR ecarte apres essai comparatif (filaments parasites). Balayage 0/2/4 : 2 retenu. QA utilisateur ingame le 2026-09-21 ; voir animation_alpha_corrections.csv."
FIREBRN,validé-x4,OH4210,7,63,15x28,BAM V1,animations/batches/firebrn-reboutcx-apo8-selection-accepted-20260922,animations/index/qa-decisions/FIREBRN/2026-09-22-accepted-firebrn-reboutcx-apo8-selection-accepted-20260922.json,2026-09-22,firebrn-reboutcx-apo8-innerfeather16-premultiply-20260922,"Flamme fine 15x28, Blended, OH4210 seule. ReboutCX x4 (SeedVR ecarte : eclosion en etoile absente de la source) puis Apollo-8 15->30 fps (9->18 phases, sans maintien), fondu interne 16 px x4 et RGB premultiplie. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
FIRE_1,validé-x4,AR0700;AR0802;AR0805;AR0810;AR0811;AR2013;AR3027;AR5000,24,15,36x50,BAM V1,,,,ar0700-fire1-x4-rgb-neutral-20260827,"Grande flamme partagee sur 8 zones (run ar0700-fire1-seedvr7b-lab-x4). Le BAM stock declare 5 cycles dont 4 vides: les cycles vides terminaux sont retires a la construction du pack (drop_trailing_empty_cycles); toutes les occurrences sont sequence 0. x4 SeedVR2 7B/LAB; cadence native 15 fps conservee (Native, pas de TimedTimeline). Ressource Blended (flag ARE bit 1): la couleur sous alpha nul etait ajoutee a la scene et produisait un fond/halo; corrigee par build_blended_rgb_neutral_pack.py --mode zero (RGB=0 sous alpha==0; alpha et RGB intra-masque inchanges octet pour octet). Trois correctifs alpha prealables sans effet, cf. ANIMATION_BLENDED_RGB_NEUTRALISATION.md. Livre par pack de zone; QA en jeu validee par l'utilisateur le 2026-08-27 sur AR0700."
FIRE_2B,à-valider,AR3017;OH8100,7,15,70x70,BAM V1,,,,,"Occurrence AR3017 validée ingame le 2026-09-17 dans le pack v6 après reconstruction alpha par luminance 0-16, fade de canvas 8 % et prémultiplication RGB ; OH8100 reste à tester, donc aucune validation globale ni sélection canonique."
FIRE_3,validé-x4,AR0202;AR0331;AR0500;AR0526;AR0906;AR3001;AR5000;OH4200;OH4210;OH4220,34,14,24x40,BAM V1,animations/batches/soa-ar0202-lot4-selection-accepted-reserve-fire3-20260916,animations/index/qa-decisions/FIRE_3/2026-09-16-accepted-fire3-x4-reserve-animation.json,2026-09-16,fire3-vanilla-silhouette-temporal-rgb-20260916,Validation utilisateur ingame AR0202 le 2026-09-16 avec réserve. Rendu x4 accepté; cycle d'animation à reprendre avant release. Mêmes octets sélectionnés pour toutes les zones d'occurrence.
FIRE_3GR,validé-x4,AR0203,1,14,30x40,BAM V1,animations/batches/fire-3gr-reboutcx-apo8-selection-accepted-20260921,animations/index/qa-decisions/FIRE_3GR/2026-09-21-accepted-fire-3gr-reboutcx-apo8-selection-accepted-20260921.json,2026-09-21,fire-3gr-reboutcx-apo8-innerfeather8-premultiply-20260921,"Flamme magique verte 30x40, Blended, rectangle 100 % opaque sur fond noir (alpha 255 partout), 1 occurrence dans AR0203 seule. ReboutCX x4, Apollo-8 15->30 fps (14->28 phases, sans doublon), fondu de bord de canevas 8 px x4 et RGB premultiplie ; SeedVR ecarte (visage en f0, scintillement). QA utilisateur ingame le 2026-09-21 ; voir animation_alpha_corrections.csv."
FIRE_3GS,validé-x4,OH4101,42,14,30x40,BAM V1,animations/batches/fire-3gs-reboutcx-apo8-selection-accepted-20260921,animations/index/qa-decisions/FIRE_3GS/2026-09-21-accepted-fire-3gs-reboutcx-apo8-selection-accepted-20260921.json,2026-09-21,fire-3gs-reboutcx-apo8-innerfeather8-premultiply-20260921,"Flamme magique jaune 30x40, Blended, rectangle 100 % opaque sur fond noir (alpha 255 partout), 42 occurrences (36 en 0x1043, 6 en 0x1003) dans OH4101 seule. ReboutCX x4, Apollo-8 15->30 fps (14->28 phases, sans doublon), fondu de bord de canevas 8 px x4 et RGB premultiplie ; SeedVR ecarte (visage en f0, scintillement). QA utilisateur ingame le 2026-09-21 ; voir animation_alpha_corrections.csv."
FIRE_4,validé-x4,AR0201;AR0202;AR0300;AR0307;AR0309;AR0329;AR0331;AR0334;AR0400;AR0405;AR0406;AR0504;AR0509;AR0511;AR0522;AR0526;AR0529;AR0700;AR0704;AR0706;AR0709;AR0800;AR0801;AR0802;AR0803;AR0808;AR0809;AR0904;AR0906;AR0907;AR1002;AR1005;AR1010;AR1103;AR1104;AR1105;AR1107;AR1201;AR1202;AR1204;AR1301;AR1302;AR1306;AR1401;AR1511;AR1512;AR1513;AR1514;AR1516;AR1603;AR1604;AR1606;AR1608;AR1613;AR2001;AR2002;AR2007;AR2008;AR2009;AR2208;AR5000;AR5006;AR5007;AR5012;AR5016;AR5202;AR5503;OH4210;OH5300;OH6100;OH6200;OH6450;OH6460;OH8100;OH8200;OH8300;OH8400;OH9000,1006,14,14x31,BAM V1,animations/batches/soa-ar0202-lot4-selection-accepted-reserve-fire3-20260916,animations/index/qa-decisions/FIRE_4/2026-09-16-accepted-fire4-ar0202-feather2-x4.json,2026-09-16,fire4-feather2-premultiplied-20260916,"Validation utilisateur ingame AR0202 le 2026-09-16. SeedVR2 7B/LAB x4, masque feather2 et RGB prémultiplié. Aucune réserve. Mêmes octets sélectionnés pour toutes les zones d'occurrence."
FIRE_4GS,validé-x4,OH4210,17,14,16x32,BAM V1,animations/batches/fire_4gs-reboutcx-apo8-selection-accepted-20260922,animations/index/qa-decisions/FIRE_4GS/2026-09-22-accepted-fire_4gs-reboutcx-apo8-selection-accepted-20260922.json,2026-09-22,fire_4gs-reboutcx-apo8-innerfeather16-premultiply-20260922,"Flamme 16x32, rectangle 100 % opaque sur fond noir (comme FIRE_3GS/GR), Blended, OH4210 seule. ReboutCX x4, Apollo-8 15->30 fps (--base-runtime-only, cycles vides terminaux), fondu interne 16 px x4 et RGB premultiplie. QA utilisateur ingame le 2026-09-22 ; voir animation_alpha_corrections.csv."
FISH1L,à-valider,AR3000;AR5000,4,24,64x64,BAM V1,,,,,"Occurrence AR3000 validée ingame le 2026-09-18 (run ar3000-fish-xbr-apo8-x4-30fps-v2-20260918). xBR2 sans blend + nearest2 x4, Apollo-8 30 fps avec maintiens segmentés (poses du saut interpolées, pauses vides référencées), alpha binaire xBR inchangé, aucun masque ; ReboutCX testé puis écarté. AR5000 reste à tester, donc aucune validation globale ni sélection canonique."
FISH1S,validé-x4,AR3000,1,18,32x32,BAM V1,animations/batches/ar3000-fish-xbr-apo8-x4-30fps-v2-20260918,animations/index/qa-decisions/FISH1S/2026-09-18-accepted-fish1s-ar3000-xbr2x-apo8-segmented-holds.json,2026-09-18,,"QA ingame AR3000 validée par l'utilisateur le 2026-09-18. xBR2 sans blend + nearest2 x4, Apollo-8 30 fps avec maintiens segmentés (poses du saut interpolées, pauses vides référencées), alpha binaire xBR inchangé, aucun masque ; ReboutCX testé puis écarté."
FISH2L,à-valider,AR3000;AR5000,3,18,64x64,BAM V1,,,,,"Occurrence AR3000 validée ingame le 2026-09-18 (run ar3000-fish-xbr-apo8-x4-30fps-v2-20260918). xBR2 sans blend + nearest2 x4, Apollo-8 30 fps avec maintiens segmentés (poses du saut interpolées, pauses vides référencées), alpha binaire xBR inchangé, aucun masque ; ReboutCX testé puis écarté. AR5000 reste à tester, donc aucune validation globale ni sélection canonique."
FISH2S,à-valider,AR3000;AR5000,2,18,32x32,BAM V1,,,,,"Occurrence AR3000 validée ingame le 2026-09-18 (run ar3000-fish-xbr-apo8-x4-30fps-v2-20260918). xBR2 sans blend + nearest2 x4, Apollo-8 30 fps avec maintiens segmentés (poses du saut interpolées, pauses vides référencées), alpha binaire xBR inchangé, aucun masque ; ReboutCX testé puis écarté. AR5000 reste à tester, donc aucune validation globale ni sélection canonique."
FISH3L,à-valider,AR5000,2,18,64x64,BAM V1,,,,,"Poisson (grand), jumeau de taille de FISH3S ; alpha binaire ; flags occurrence 0x1005 (non Blended). Recette famille FISH (xBR2 sans blend + nearest2 x4, ReboutCX/SeedVR écartés pour cette famille) : xBR2x/nearest2 x4 (run ar5000-fish3l-xbr2x-nearest2-x4-20260922) puis V2 TimedTimeline 30 FPS apo-8 --preserve-segmented-holds (run ar5000-fish3l-apo8-x4-30fps-v2-20260922 ; 18 frames natives -> 36 phases, maintiens segmentés référencés, saut interpolé puis pause longue). AR5000 est la première occurrence testée pour ce recref (FISH1L/2L/2S/3S restent aussi à valider sur AR5000). Validation visuelle en jeu requise (teleport C:MoveToArea(""AR5000"")) avant approve/install."
FISH3S,à-valider,AR3000;AR5000,2,18,32x32,BAM V1,,,,,"Occurrence AR3000 validée ingame le 2026-09-18 (run ar3000-fish-xbr-apo8-x4-30fps-v2-20260918). xBR2 sans blend + nearest2 x4, Apollo-8 30 fps avec maintiens segmentés (poses du saut interpolées, pauses vides référencées), alpha binaire xBR inchangé, aucun masque ; ReboutCX testé puis écarté. AR5000 reste à tester, donc aucune validation globale ni sélection canonique."
FLAME2L,validé-x4,AR0500;AR0512;OH4220;OH7000,55,9,13x29,BAM V1,animations/batches/flame2l-reboutcx-selection-accepted-20260921,animations/index/qa-decisions/FLAME2L/2026-09-21-accepted-flame2l-reboutcx-selection-accepted-20260921.json,2026-09-21,flame2l-reboutcx-innerfeather16-premultiply-20260921,"Flamme large 13x29 partagee sur AR0500, AR0512, OH4220 et OH7000, Blended. ReboutCX x4, cadence native, fondu interne 16 px x4 et RGB premultiplie, calque sur FLAME2S/FLAME2M ; SeedVR ecarte (source hors de la grappe flamme SeedVR) ; rayon retenu par balayage 12/16/20 (20 eteint le coeur de 10 % et frange verdatre). QA utilisateur ingame le 2026-09-21 ; voir animation_alpha_corrections.csv."
FLAME2M,validé-x4,AR0510;AR0800;AR0900;AR0907,57,9,8x16,BAM V1,animations/batches/flame2m-reboutcx-selection-accepted-20260919,animations/index/qa-decisions/FLAME2M/2026-09-19-accepted-flame2m-reboutcx-selection-accepted-20260919.json,2026-09-19,flame2m-reboutcx-innerfeather12-premultiply-20260919,"Petite flamme moyenne 8x16 partagee sur AR0510, AR0800, AR0900 et AR0907. ReboutCX x4, cadence native, fondu interne 12 px x4 et RGB premultiplie (Blended), calque sur FLAME2S ; rayon retenu par balayage 8/12/16. QA utilisateur ingame le 2026-09-19 ; voir animation_alpha_corrections.csv."
FLAME2S,validé-x4,AR0302;AR0303;AR0307;AR0312;AR0315;AR0322;AR0323;AR0326;AR0329;AR0334;AR0335;AR0406;AR0409;AR0502;AR0504;AR0505;AR0506;AR0509;AR0510;AR0511;AR0513;AR0514;AR0515;AR0522;AR0527;AR0528;AR0529;AR0602;AR0704;AR0705;AR0706;AR0709;AR0710;AR0712;AR0801;AR0802;AR0808;AR0903;AR0905;AR0906;AR0907;AR1001;AR1003;AR1004;AR1006;AR1007;AR1009;AR1103;AR1104;AR1105;AR1202;AR1302;AR1303;AR1305;AR1306;AR1307;AR1511;AR1601;AR1603;AR1606;AR1609;AR1613;AR2001;AR2002;AR2007;AR2011;AR2012;AR2208;AR3026;AR5008;AR5009;AR5010;AR5011;AR5012;AR6012;OH5000;OH9000,867,27,12x12,BAM V1,animations/batches/flame2s-reboutcx-selection-accepted-20260919,animations/index/qa-decisions/FLAME2S/2026-09-19-accepted-flame2s-reboutcx-selection-accepted-20260919.json,2026-09-19,flame2s-reboutcx-innerfeather20-premultiply-20260919,"Petite flamme partagee sur 77 zones, 867 occurrences ; le cycle 0 ne joue que les frames 18-26 et toutes les occurrences sont sequence 0. Statut precedent : ecarte, au motif d'un carre lumineux juge natif au moteur apres trois correctifs alpha sans effet. Reouvert et resolu le 2026-08-27 : la ressource est Blended (flag ARE bit 1), donc les trois correctifs alpha, qui preservaient le RGB, etaient structurellement sans effet. Le carre est opaque et intra-masque (couverture alpha 91,7 % en x4), donc --mode zero ne suffit pas : correctif retenu = fondu radial elliptique (build_alpha_feather.py, ox 18 / oy 28 x4, inner-fraction 0,45) puis build_blended_rgb_neutral_pack.py --mode premultiply, qui applique la rampe au RGB reellement additionne a la scene ; le carre devient un halo rond. x4 SeedVR2 7B/LAB (run ar0602-flame2s-seedvr7b-lab-x4), cadence native conservee. Installe et QA validee sur AR0602 uniquement le 2026-08-27 ; les 76 autres zones restent en BAM vanilla. Procedure : pipeline/ANIMATION_BLENDED_RGB_NEUTRALISATION.md."
FLIESL,validé-natif,AR0201;AR0206;AR0400;AR0406;AR0500;AR0502;AR1100;AR1200;AR1302;AR1600;AR1700;AR1800;AR1900;AR2000;AR5000;AR5203;AR6300;AR6400;OH6100;OH6200,148,18,64x64,BAM V1,,,,,Validé en l'état le 2026-09-01 : BAM V1 natif conservé. Les mouches font environ 1 px ; xBR n'apporte pas de gain visible. Une timeline 30 fps sans format/runtime x4 ne produit pas d'intermédiaires utiles. Compte comme traité par décision native explicite.
